feature,target,cloud_ratio
D:\ITMO\senne\competition\data\train_features\nkac,D:\ITMO\senne\competition\data\train_labels\nkac.tif,1.0
D:\ITMO\senne\competition\data\train_features\saaz,D:\ITMO\senne\competition\data\train_labels\saaz.tif,0.341
D:\ITMO\senne\competition\data\train_features\kzjk,D:\ITMO\senne\competition\data\train_labels\kzjk.tif,0.937
D:\ITMO\senne\competition\data\train_features\mftu,D:\ITMO\senne\competition\data\train_labels\mftu.tif,0.853
D:\ITMO\senne\competition\data\train_features\agzd,D:\ITMO\senne\competition\data\train_labels\agzd.tif,1.0
D:\ITMO\senne\competition\data\train_features\bstm,D:\ITMO\senne\competition\data\train_labels\bstm.tif,0.153
D:\ITMO\senne\competition\data\train_features\nnii,D:\ITMO\senne\competition\data\train_labels\nnii.tif,1.0
D:\ITMO\senne\competition\data\train_features\tatu,D:\ITMO\senne\competition\data\train_labels\tatu.tif,0.0
D:\ITMO\senne\competition\data\train_features\yhhm,D:\ITMO\senne\competition\data\train_labels\yhhm.tif,1.0
D:\ITMO\senne\competition\data\train_features\ktyx,D:\ITMO\senne\competition\data\train_labels\ktyx.tif,0.835
D:\ITMO\senne\competition\data\train_features\sxej,D:\ITMO\senne\competition\data\train_labels\sxej.tif,0.493
D:\ITMO\senne\competition\data\train_features\ckto,D:\ITMO\senne\competition\data\train_labels\ckto.tif,0.494
D:\ITMO\senne\competition\data\train_features\kyam,D:\ITMO\senne\competition\data\train_labels\kyam.tif,0.334
D:\ITMO\senne\competition\data\train_features\zcoy,D:\ITMO\senne\competition\data\train_labels\zcoy.tif,0.786
D:\ITMO\senne\competition\data\train_features\eyyg,D:\ITMO\senne\competition\data\train_labels\eyyg.tif,0.639
D:\ITMO\senne\competition\data\train_features\arts,D:\ITMO\senne\competition\data\train_labels\arts.tif,0.775
D:\ITMO\senne\competition\data\train_features\brqo,D:\ITMO\senne\competition\data\train_labels\brqo.tif,0.301
D:\ITMO\senne\competition\data\train_features\cmth,D:\ITMO\senne\competition\data\train_labels\cmth.tif,1.0
D:\ITMO\senne\competition\data\train_features\svwy,D:\ITMO\senne\competition\data\train_labels\svwy.tif,1.0
D:\ITMO\senne\competition\data\train_features\hypt,D:\ITMO\senne\competition\data\train_labels\hypt.tif,0.876
D:\ITMO\senne\competition\data\train_features\cdxd,D:\ITMO\senne\competition\data\train_labels\cdxd.tif,1.0
D:\ITMO\senne\competition\data\train_features\ctqc,D:\ITMO\senne\competition\data\train_labels\ctqc.tif,0.342
D:\ITMO\senne\competition\data\train_features\dotk,D:\ITMO\senne\competition\data\train_labels\dotk.tif,0.434
D:\ITMO\senne\competition\data\train_features\qqrj,D:\ITMO\senne\competition\data\train_labels\qqrj.tif,1.0
D:\ITMO\senne\competition\data\train_features\ydrq,D:\ITMO\senne\competition\data\train_labels\ydrq.tif,1.0
D:\ITMO\senne\competition\data\train_features\tgtc,D:\ITMO\senne\competition\data\train_labels\tgtc.tif,0.0
D:\ITMO\senne\competition\data\train_features\lxef,D:\ITMO\senne\competition\data\train_labels\lxef.tif,1.0
D:\ITMO\senne\competition\data\train_features\cqzx,D:\ITMO\senne\competition\data\train_labels\cqzx.tif,1.0
D:\ITMO\senne\competition\data\train_features\jaip,D:\ITMO\senne\competition\data\train_labels\jaip.tif,0.99
D:\ITMO\senne\competition\data\train_features\uruc,D:\ITMO\senne\competition\data\train_labels\uruc.tif,0.337
D:\ITMO\senne\competition\data\train_features\wjxk,D:\ITMO\senne\competition\data\train_labels\wjxk.tif,1.0
D:\ITMO\senne\competition\data\train_features\pfni,D:\ITMO\senne\competition\data\train_labels\pfni.tif,0.427
D:\ITMO\senne\competition\data\train_features\mysi,D:\ITMO\senne\competition\data\train_labels\mysi.tif,0.126
D:\ITMO\senne\competition\data\train_features\byte,D:\ITMO\senne\competition\data\train_labels\byte.tif,0.731
D:\ITMO\senne\competition\data\train_features\ssfp,D:\ITMO\senne\competition\data\train_labels\ssfp.tif,0.935
D:\ITMO\senne\competition\data\train_features\lyxf,D:\ITMO\senne\competition\data\train_labels\lyxf.tif,0.671
D:\ITMO\senne\competition\data\train_features\nkvd,D:\ITMO\senne\competition\data\train_labels\nkvd.tif,1.0
D:\ITMO\senne\competition\data\train_features\gidz,D:\ITMO\senne\competition\data\train_labels\gidz.tif,1.0
D:\ITMO\senne\competition\data\train_features\wlhp,D:\ITMO\senne\competition\data\train_labels\wlhp.tif,1.0
D:\ITMO\senne\competition\data\train_features\dbkx,D:\ITMO\senne\competition\data\train_labels\dbkx.tif,0.362
D:\ITMO\senne\competition\data\train_features\lzxe,D:\ITMO\senne\competition\data\train_labels\lzxe.tif,0.786
D:\ITMO\senne\competition\data\train_features\yfyw,D:\ITMO\senne\competition\data\train_labels\yfyw.tif,0.836
D:\ITMO\senne\competition\data\train_features\xahz,D:\ITMO\senne\competition\data\train_labels\xahz.tif,1.0
D:\ITMO\senne\competition\data\train_features\vzvt,D:\ITMO\senne\competition\data\train_labels\vzvt.tif,1.0
D:\ITMO\senne\competition\data\train_features\sbkm,D:\ITMO\senne\competition\data\train_labels\sbkm.tif,0.35
D:\ITMO\senne\competition\data\train_features\xvff,D:\ITMO\senne\competition\data\train_labels\xvff.tif,0.597
D:\ITMO\senne\competition\data\train_features\ktfa,D:\ITMO\senne\competition\data\train_labels\ktfa.tif,0.966
D:\ITMO\senne\competition\data\train_features\eysq,D:\ITMO\senne\competition\data\train_labels\eysq.tif,0.476
D:\ITMO\senne\competition\data\train_features\bhvg,D:\ITMO\senne\competition\data\train_labels\bhvg.tif,1.0
D:\ITMO\senne\competition\data\train_features\qtaj,D:\ITMO\senne\competition\data\train_labels\qtaj.tif,0.143
D:\ITMO\senne\competition\data\train_features\carn,D:\ITMO\senne\competition\data\train_labels\carn.tif,0.684
D:\ITMO\senne\competition\data\train_features\xggr,D:\ITMO\senne\competition\data\train_labels\xggr.tif,0.497
D:\ITMO\senne\competition\data\train_features\yncg,D:\ITMO\senne\competition\data\train_labels\yncg.tif,0.64
D:\ITMO\senne\competition\data\train_features\aqtz,D:\ITMO\senne\competition\data\train_labels\aqtz.tif,0.32
D:\ITMO\senne\competition\data\train_features\nfnw,D:\ITMO\senne\competition\data\train_labels\nfnw.tif,0.943
D:\ITMO\senne\competition\data\train_features\disw,D:\ITMO\senne\competition\data\train_labels\disw.tif,1.0
D:\ITMO\senne\competition\data\train_features\yyta,D:\ITMO\senne\competition\data\train_labels\yyta.tif,0.006
D:\ITMO\senne\competition\data\train_features\nmhq,D:\ITMO\senne\competition\data\train_labels\nmhq.tif,1.0
D:\ITMO\senne\competition\data\train_features\vgdb,D:\ITMO\senne\competition\data\train_labels\vgdb.tif,0.917
D:\ITMO\senne\competition\data\train_features\avhi,D:\ITMO\senne\competition\data\train_labels\avhi.tif,0.696
D:\ITMO\senne\competition\data\train_features\msnv,D:\ITMO\senne\competition\data\train_labels\msnv.tif,0.168
D:\ITMO\senne\competition\data\train_features\tbal,D:\ITMO\senne\competition\data\train_labels\tbal.tif,0.0
D:\ITMO\senne\competition\data\train_features\jvir,D:\ITMO\senne\competition\data\train_labels\jvir.tif,0.952
D:\ITMO\senne\competition\data\train_features\yszc,D:\ITMO\senne\competition\data\train_labels\yszc.tif,1.0
D:\ITMO\senne\competition\data\train_features\stpi,D:\ITMO\senne\competition\data\train_labels\stpi.tif,0.998
D:\ITMO\senne\competition\data\train_features\rxqz,D:\ITMO\senne\competition\data\train_labels\rxqz.tif,0.456
D:\ITMO\senne\competition\data\train_features\emnj,D:\ITMO\senne\competition\data\train_labels\emnj.tif,0.766
D:\ITMO\senne\competition\data\train_features\lueg,D:\ITMO\senne\competition\data\train_labels\lueg.tif,0.961
D:\ITMO\senne\competition\data\train_features\pcea,D:\ITMO\senne\competition\data\train_labels\pcea.tif,0.981
D:\ITMO\senne\competition\data\train_features\yhum,D:\ITMO\senne\competition\data\train_labels\yhum.tif,1.0
D:\ITMO\senne\competition\data\train_features\xbtv,D:\ITMO\senne\competition\data\train_labels\xbtv.tif,0.782
D:\ITMO\senne\competition\data\train_features\ocwa,D:\ITMO\senne\competition\data\train_labels\ocwa.tif,0.362
D:\ITMO\senne\competition\data\train_features\cutd,D:\ITMO\senne\competition\data\train_labels\cutd.tif,0.183
D:\ITMO\senne\competition\data\train_features\slak,D:\ITMO\senne\competition\data\train_labels\slak.tif,0.991
D:\ITMO\senne\competition\data\train_features\ssdc,D:\ITMO\senne\competition\data\train_labels\ssdc.tif,1.0
D:\ITMO\senne\competition\data\train_features\cvcm,D:\ITMO\senne\competition\data\train_labels\cvcm.tif,0.922
D:\ITMO\senne\competition\data\train_features\sbgd,D:\ITMO\senne\competition\data\train_labels\sbgd.tif,0.301
D:\ITMO\senne\competition\data\train_features\xpcd,D:\ITMO\senne\competition\data\train_labels\xpcd.tif,0.908
D:\ITMO\senne\competition\data\train_features\dkgt,D:\ITMO\senne\competition\data\train_labels\dkgt.tif,1.0
D:\ITMO\senne\competition\data\train_features\ejvu,D:\ITMO\senne\competition\data\train_labels\ejvu.tif,0.985
D:\ITMO\senne\competition\data\train_features\qypl,D:\ITMO\senne\competition\data\train_labels\qypl.tif,1.0
D:\ITMO\senne\competition\data\train_features\cqqr,D:\ITMO\senne\competition\data\train_labels\cqqr.tif,1.0
D:\ITMO\senne\competition\data\train_features\dhnh,D:\ITMO\senne\competition\data\train_labels\dhnh.tif,0.578
D:\ITMO\senne\competition\data\train_features\vrnq,D:\ITMO\senne\competition\data\train_labels\vrnq.tif,0.867
D:\ITMO\senne\competition\data\train_features\njkl,D:\ITMO\senne\competition\data\train_labels\njkl.tif,1.0
D:\ITMO\senne\competition\data\train_features\antt,D:\ITMO\senne\competition\data\train_labels\antt.tif,0.776
D:\ITMO\senne\competition\data\train_features\cddr,D:\ITMO\senne\competition\data\train_labels\cddr.tif,0.397
D:\ITMO\senne\competition\data\train_features\hnlg,D:\ITMO\senne\competition\data\train_labels\hnlg.tif,0.999
D:\ITMO\senne\competition\data\train_features\hpob,D:\ITMO\senne\competition\data\train_labels\hpob.tif,1.0
D:\ITMO\senne\competition\data\train_features\apib,D:\ITMO\senne\competition\data\train_labels\apib.tif,0.659
D:\ITMO\senne\competition\data\train_features\iapn,D:\ITMO\senne\competition\data\train_labels\iapn.tif,0.0
D:\ITMO\senne\competition\data\train_features\stht,D:\ITMO\senne\competition\data\train_labels\stht.tif,0.978
D:\ITMO\senne\competition\data\train_features\nbqk,D:\ITMO\senne\competition\data\train_labels\nbqk.tif,0.038
D:\ITMO\senne\competition\data\train_features\tazv,D:\ITMO\senne\competition\data\train_labels\tazv.tif,0.048
D:\ITMO\senne\competition\data\train_features\snqa,D:\ITMO\senne\competition\data\train_labels\snqa.tif,0.818
D:\ITMO\senne\competition\data\train_features\sjgn,D:\ITMO\senne\competition\data\train_labels\sjgn.tif,1.0
D:\ITMO\senne\competition\data\train_features\sxpc,D:\ITMO\senne\competition\data\train_labels\sxpc.tif,0.579
D:\ITMO\senne\competition\data\train_features\hskj,D:\ITMO\senne\competition\data\train_labels\hskj.tif,1.0
D:\ITMO\senne\competition\data\train_features\qidk,D:\ITMO\senne\competition\data\train_labels\qidk.tif,1.0
D:\ITMO\senne\competition\data\train_features\luap,D:\ITMO\senne\competition\data\train_labels\luap.tif,0.988
D:\ITMO\senne\competition\data\train_features\vzwf,D:\ITMO\senne\competition\data\train_labels\vzwf.tif,0.191
D:\ITMO\senne\competition\data\train_features\muhn,D:\ITMO\senne\competition\data\train_labels\muhn.tif,0.247
D:\ITMO\senne\competition\data\train_features\qknf,D:\ITMO\senne\competition\data\train_labels\qknf.tif,1.0
D:\ITMO\senne\competition\data\train_features\lwpy,D:\ITMO\senne\competition\data\train_labels\lwpy.tif,0.869
D:\ITMO\senne\competition\data\train_features\lscq,D:\ITMO\senne\competition\data\train_labels\lscq.tif,0.995
D:\ITMO\senne\competition\data\train_features\ctzz,D:\ITMO\senne\competition\data\train_labels\ctzz.tif,0.0
D:\ITMO\senne\competition\data\train_features\vapq,D:\ITMO\senne\competition\data\train_labels\vapq.tif,0.149
D:\ITMO\senne\competition\data\train_features\tkpe,D:\ITMO\senne\competition\data\train_labels\tkpe.tif,0.0
D:\ITMO\senne\competition\data\train_features\whsv,D:\ITMO\senne\competition\data\train_labels\whsv.tif,1.0
D:\ITMO\senne\competition\data\train_features\hrzf,D:\ITMO\senne\competition\data\train_labels\hrzf.tif,0.719
D:\ITMO\senne\competition\data\train_features\bytb,D:\ITMO\senne\competition\data\train_labels\bytb.tif,0.26
D:\ITMO\senne\competition\data\train_features\lyrw,D:\ITMO\senne\competition\data\train_labels\lyrw.tif,0.555
D:\ITMO\senne\competition\data\train_features\lsms,D:\ITMO\senne\competition\data\train_labels\lsms.tif,1.0
D:\ITMO\senne\competition\data\train_features\gszv,D:\ITMO\senne\competition\data\train_labels\gszv.tif,0.443
D:\ITMO\senne\competition\data\train_features\lcuu,D:\ITMO\senne\competition\data\train_labels\lcuu.tif,0.854
D:\ITMO\senne\competition\data\train_features\rxcn,D:\ITMO\senne\competition\data\train_labels\rxcn.tif,0.276
D:\ITMO\senne\competition\data\train_features\blgk,D:\ITMO\senne\competition\data\train_labels\blgk.tif,1.0
D:\ITMO\senne\competition\data\train_features\zdwl,D:\ITMO\senne\competition\data\train_labels\zdwl.tif,0.314
D:\ITMO\senne\competition\data\train_features\mfvj,D:\ITMO\senne\competition\data\train_labels\mfvj.tif,0.905
D:\ITMO\senne\competition\data\train_features\neub,D:\ITMO\senne\competition\data\train_labels\neub.tif,0.433
D:\ITMO\senne\competition\data\train_features\rxtl,D:\ITMO\senne\competition\data\train_labels\rxtl.tif,0.403
D:\ITMO\senne\competition\data\train_features\huid,D:\ITMO\senne\competition\data\train_labels\huid.tif,0.724
D:\ITMO\senne\competition\data\train_features\yizq,D:\ITMO\senne\competition\data\train_labels\yizq.tif,0.113
D:\ITMO\senne\competition\data\train_features\bvsz,D:\ITMO\senne\competition\data\train_labels\bvsz.tif,0.0
D:\ITMO\senne\competition\data\train_features\rsjb,D:\ITMO\senne\competition\data\train_labels\rsjb.tif,1.0
D:\ITMO\senne\competition\data\train_features\ndxg,D:\ITMO\senne\competition\data\train_labels\ndxg.tif,0.48
D:\ITMO\senne\competition\data\train_features\zciq,D:\ITMO\senne\competition\data\train_labels\zciq.tif,0.837
D:\ITMO\senne\competition\data\train_features\lrbh,D:\ITMO\senne\competition\data\train_labels\lrbh.tif,0.389
D:\ITMO\senne\competition\data\train_features\tfug,D:\ITMO\senne\competition\data\train_labels\tfug.tif,0.54
D:\ITMO\senne\competition\data\train_features\htvj,D:\ITMO\senne\competition\data\train_labels\htvj.tif,0.799
D:\ITMO\senne\competition\data\train_features\ctra,D:\ITMO\senne\competition\data\train_labels\ctra.tif,0.282
D:\ITMO\senne\competition\data\train_features\khdw,D:\ITMO\senne\competition\data\train_labels\khdw.tif,0.192
D:\ITMO\senne\competition\data\train_features\dymv,D:\ITMO\senne\competition\data\train_labels\dymv.tif,0.25
D:\ITMO\senne\competition\data\train_features\avzh,D:\ITMO\senne\competition\data\train_labels\avzh.tif,0.481
D:\ITMO\senne\competition\data\train_features\rsiq,D:\ITMO\senne\competition\data\train_labels\rsiq.tif,0.999
D:\ITMO\senne\competition\data\train_features\dhog,D:\ITMO\senne\competition\data\train_labels\dhog.tif,0.293
D:\ITMO\senne\competition\data\train_features\bgii,D:\ITMO\senne\competition\data\train_labels\bgii.tif,1.0
D:\ITMO\senne\competition\data\train_features\lsaw,D:\ITMO\senne\competition\data\train_labels\lsaw.tif,0.868
D:\ITMO\senne\competition\data\train_features\wbeg,D:\ITMO\senne\competition\data\train_labels\wbeg.tif,0.572
D:\ITMO\senne\competition\data\train_features\rwkv,D:\ITMO\senne\competition\data\train_labels\rwkv.tif,0.0
D:\ITMO\senne\competition\data\train_features\ldcu,D:\ITMO\senne\competition\data\train_labels\ldcu.tif,1.0
D:\ITMO\senne\competition\data\train_features\xtnz,D:\ITMO\senne\competition\data\train_labels\xtnz.tif,0.328
D:\ITMO\senne\competition\data\train_features\ikfq,D:\ITMO\senne\competition\data\train_labels\ikfq.tif,0.0
D:\ITMO\senne\competition\data\train_features\zvho,D:\ITMO\senne\competition\data\train_labels\zvho.tif,1.0
D:\ITMO\senne\competition\data\train_features\vegj,D:\ITMO\senne\competition\data\train_labels\vegj.tif,0.832
D:\ITMO\senne\competition\data\train_features\cmbv,D:\ITMO\senne\competition\data\train_labels\cmbv.tif,0.0
D:\ITMO\senne\competition\data\train_features\pjds,D:\ITMO\senne\competition\data\train_labels\pjds.tif,0.255
D:\ITMO\senne\competition\data\train_features\aszf,D:\ITMO\senne\competition\data\train_labels\aszf.tif,0.918
D:\ITMO\senne\competition\data\train_features\ndxa,D:\ITMO\senne\competition\data\train_labels\ndxa.tif,0.946
D:\ITMO\senne\competition\data\train_features\yemq,D:\ITMO\senne\competition\data\train_labels\yemq.tif,1.0
D:\ITMO\senne\competition\data\train_features\dzis,D:\ITMO\senne\competition\data\train_labels\dzis.tif,0.013
D:\ITMO\senne\competition\data\train_features\ocfq,D:\ITMO\senne\competition\data\train_labels\ocfq.tif,0.016
D:\ITMO\senne\competition\data\train_features\ydsg,D:\ITMO\senne\competition\data\train_labels\ydsg.tif,1.0
D:\ITMO\senne\competition\data\train_features\zblc,D:\ITMO\senne\competition\data\train_labels\zblc.tif,0.0
D:\ITMO\senne\competition\data\train_features\ytyr,D:\ITMO\senne\competition\data\train_labels\ytyr.tif,0.182
D:\ITMO\senne\competition\data\train_features\rwnd,D:\ITMO\senne\competition\data\train_labels\rwnd.tif,1.0
D:\ITMO\senne\competition\data\train_features\cwhn,D:\ITMO\senne\competition\data\train_labels\cwhn.tif,0.067
D:\ITMO\senne\competition\data\train_features\rrif,D:\ITMO\senne\competition\data\train_labels\rrif.tif,1.0
D:\ITMO\senne\competition\data\train_features\nnij,D:\ITMO\senne\competition\data\train_labels\nnij.tif,1.0
D:\ITMO\senne\competition\data\train_features\hogd,D:\ITMO\senne\competition\data\train_labels\hogd.tif,1.0
D:\ITMO\senne\competition\data\train_features\mbnc,D:\ITMO\senne\competition\data\train_labels\mbnc.tif,0.029
D:\ITMO\senne\competition\data\train_features\ajea,D:\ITMO\senne\competition\data\train_labels\ajea.tif,1.0
D:\ITMO\senne\competition\data\train_features\ikxr,D:\ITMO\senne\competition\data\train_labels\ikxr.tif,1.0
D:\ITMO\senne\competition\data\train_features\nzlx,D:\ITMO\senne\competition\data\train_labels\nzlx.tif,0.509
D:\ITMO\senne\competition\data\train_features\wzff,D:\ITMO\senne\competition\data\train_labels\wzff.tif,0.205
D:\ITMO\senne\competition\data\train_features\jfal,D:\ITMO\senne\competition\data\train_labels\jfal.tif,0.437
